artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
Re:[問卦]辯論抽到安樂死的反方怎辦,2018/05/21,06:23:36,https://www.ptt.cc/bbs/Gossiping/M.1526912978.A.EEE.html,procativeziv,Gossiping,4,3,0,"辯論真的很小眾，看到有相關文章難免會開心一下
小弟期中剛考完，該屌虐的也虐了，該被虐的也死成一片了，就來回個文
不知道你的辯題說明是如何呢?儘管都是安樂死，配套也很多都不同。
(比如是所有人都可安樂死，還是特定族群EX:癌末患者，但仍具有清楚的自我意識......等等)
小弟就稍稍給個可以思考的方向，希望有幫助到你準備比賽((詳細的推論線請自己來

首先，看個辯題
安樂死與自殺有何不同?((蠢到是誰下的手?再到社會對自殺與安樂死的支持與否?原因?
誰可以安樂死(辯題有規定的話，之後正反雙方討論的範圍會比較集中一些)?
那為何其他族群不行?
合法化(辯題有說明正反方所持立場，舉例來說:像同性婚姻合法化，立專法算不算正方立場?)

之後，我們找找觀點(建議是從一場安樂死中，不同的角色去看會比較容易有觀點產生)
1.誰想要讓自己安樂死，為甚麼?
((以癌末患者為例，正方常常訴諸，1.人活著要活得有尊嚴，2.人要有決定自己生命長度的權利
等等......
事實上，想要安樂死的病人都真的是因為忍受不住痛苦才想要死的嗎?-->資料說話
(到底是因為家屬的漠不關心還是真的太痛才導致患者有安樂死的想法?)
(印象中，似乎有資料統計說癌末患者都曾跟醫師說過要安樂死，但最後也都回心轉意)
再來，一時間忍受不住痛苦想安樂死的人算得上是真的需要(或想要)安樂死嗎?(之後浪費醫療資源這些都可以接著打)

從家屬眼中又是如何?
從要執行安樂死的專業人士眼中又是如何?


2.當然，這裡一定會出現各種，慘到你都會支持他安樂死的案例，這基本上一定是正方拿的到的利益、需要
但還是要基本防一下，舉個本來認為無藥可救的，但後來卻研發出治癒方法的癌症

且合法化之後出現的弊害，與能解決這些人痛苦的利益要做比較(不可能會有沒解決力的正方)
(弊害諸如非志願安樂死的情形，醫療資源的浪費)

3.再來，即便承認安樂死利大於弊，適不適合台灣又是個好問題，但要注意這裡不能說國情不符就帶過
有安樂死的國家人民普遍如何看待死亡(法律規範、宗教、社會風氣)與台灣的差異在哪?
又為何有這樣的差異台灣就不適合?

3.最後，安樂死合法化中，雙方對於如何看待生命的詮釋也非常重要(價值觀)
  比如說，正方說是給病人一個有選擇的空間，而反方可能去訴說安樂死對生命的冷漠
  哪個價值觀是現在我們更需要的?

大概這樣就能粗淺的對辯題有一些方向
這裡我想盡量避開需根解損這種詞彙，其實我們心中出現的無數個為甚麼後，隨之而來找到的答案就能符合這些了
辯論是一種找觀點的過程，沒有好壞，只有能不能說服!
希望你可以找到屬於你自己的觀點，也希望你會繼續參與辯論@@

版上大神有很多，小弟只是提出自己看題目的想法，有誤人子弟的地方就抱歉了
辯論是溝通而不是吵架，場上吵成一團是最不樂見的，也是趕跑辯論新手的主要原因
正是因為討論一樣的議題，卻有著不同的看法，才產生辯論的需求。
能被對方辯友說服，何嘗不是好事?

如果是比賽，祝你比賽順利
如果只是公民課上的小活動，希望你會對辯論產生興趣~~~

"
[問卦]為何不推安樂死？,2018/05/24,03:09:46,https://www.ptt.cc/bbs/Gossiping/M.1527160548.A.225.html,Rin5566,Gossiping,19,6,0,"如題

剛剛本肥看了很多社會悲劇的新聞

不禁悲從中來

想想老翁如果選擇一起安樂死

雖非明智之舉但最後一趟能走得毫無病痛

我想也許至少不會連生命最後一段路都走得那麼難過了


而我看看反對安樂死的訴求

幾乎都舉著道德的大旗

拆掉這個假仙的面具

無論是經濟面

或是對個人生命的尊重

安樂死絕對是效率的做法

請問若是你會贊成安樂死合法化嗎？

"
[問卦]支持台灣安樂死合法化嗎？,2018/05/27,01:55:30,https://www.ptt.cc/bbs/Gossiping/M.1527415292.A.1DB.html,gn01765288,Gossiping,9,0,0,"一個人沒有決定出生的權力已經很慘了

拜託至少給一些想死的有尊嚴的人最後的選擇好不好

弄到要插管又不成人形的樣子真的有比較好嗎

個人是滿支持安樂死

因為以其在那邊受到病痛所苦

還不如自己尋找解脫之道

大家覺得呢
"
[問卦]慟！鬼島人無法安樂死,2018/05/27,16:26:21,https://www.ptt.cc/bbs/Gossiping/M.1527467544.A.188.html,float,Gossiping,20,6,1,"Good哞林  大家吃過沒
肥宅剛吃了5個御飯糰兩瓶可樂，超飽

人物介紹

我朋友=小Q ， 小Q媽=小Q的媽媽
表舅=小Q媽的表弟或表哥， 兩老=表舅父母

故事是這樣的，前兩天肥宅突然相當個文青，於是打了電話給為數不多的女性友人小Q，約
她到咖啡店吹冷氣。

等了幾個小時後，小Q的身影終於出現(還以為要被放鳥了)，身為一個好朋友女生晚個幾小
時是正常der

點好飲料後，本宅發現小Q面有難色，於是乎就問：怎麼啦

Q：我表舅腦中風了
宅：沒事吧
Q:一度病危，可還是救回來了
宅：那就好，不要難過了，等會去看電影吧
Q:唉.....
宅：不是救回來了，還嘆氣
Q:但變植物人，都一個月了現在兩老要賣房子救兒子
宅：但也不關你的事啊
Q:可Q媽好像要把他的存款拿出來幫忙
宅：Q媽要介入喔，可是植物人會不會醒也不知道，再說才一個月就讓你表舅一家要賣房子
，這個洞Q媽介入後你家怎麼辦
Q:所以早上才跟Q媽吵架
宅：不能安樂死嗎，聽你這樣說一個月就毀了一個家庭，你們家介入後會不會也....

Q:不知道，聽說不能安樂死.....嗚嗚嗚

宅：沒事沒事，回去再跟Q媽溝通(咖啡廳的人都在看，可能以為我對這女孩怎麼了   幹)

這個植物人(表舅)已經拖垮一個家庭，現在可能會有第二個家庭搭進去，為什麼不能執行安
樂死？


表舅老婆聽說為了維持生計，一天兩個工作，薪水剛好打平三個小孩(未滿18)的開銷

好像因為跟兩老住，而兩老有不動產所以不能申請低收

原來台灣不能執行安樂死....


幹....最後還是沒跟妹子看電影

肥宅不是人嗎，看個電影也不行
"
[新聞]再赴瑞士安樂死曝光？傅達仁嘆：應該沒救,2018/05/27,19:15:15,https://www.ptt.cc/bbs/Gossiping/M.1527477677.A.8A6.html,beaqu,Gossiping,36,11,12,"獨／再赴瑞士安樂死最終日曝光？傅達仁嘆：應該是沒救了！

三立／台北報導
https://goo.gl/dnjG43
資深媒體人傅達仁因罹患胰臟癌末期，為求安樂善終前往瑞士申請安樂死，不過因兒子舉
行終身大事，讓他決定將行程延後，上月初剛過完85歲生日的他，目前正在進行「非侵入
性治療」，也傳出今日他將飛往瑞士，執行安樂死的日期也已確定，《三立新聞網》求證
傅達仁，他表示這趟瑞士行一定會去，但日期還在討論，不過對於自己的身體狀況，傅達
仁大嘆「應該是沒救了」！

▲傅達仁對於自己的病情大嘆「應該是沒救了」。

有消息指出，傅達仁將於今（28）日晚上飛往瑞士，也已排定於6月7日執行安樂死，對此
求證傅達仁，「我是會去，但時間不確定，我現在還在醫院打疫苗」，談到自己的病情，
他大嘆「不知道還有沒有救，應該是沒救了吧」

▲傅達仁本已預計前往瑞士善終，但因兒子大婚計畫暫緩。

至於安樂死的最終日期，傅達仁透露現在全家人都還在開會，「蔡英文也接見了，兒子也
大婚了」，對於身邊的大事都已經告一段落，應該沒有後悔了。
"
[問卦]安樂死七天復活,2018/05/28,09:19:28,https://www.ptt.cc/bbs/Gossiping/M.1527528331.A.C3D.html,v0125kevin,Gossiping,13,3,3,"大家身邊有沒有一種狗
清潔隊抓不到他
環保局也罰不到他
收容所關不住他
將他安樂死沒想到七天後居然復活
這樣是真正的壞狗狗嗎
有掛否
"
[問卦]安樂死的英文單字484很好記？,2018/05/30,02:55:37,https://www.ptt.cc/bbs/Gossiping/M.1527678099.A.239.html,t0455453,Gossiping,94,70,4,"rt

我鳳山下智久喇


安樂死的單字是

euthanasia


可以拆成

EU than Asia

「歐洲安樂死議題比亞洲進步」


各位肥宅484又記得一個單字惹ㄋ∪･ω･∪

這個單字真ㄉ方便好記

ㄅ知道發明ㄉ人484個天才> <


姆咪☺

"
[問卦]開放安樂死台灣會有自殺潮嗎,2018/05/30,17:38:21,https://www.ptt.cc/bbs/Gossiping/M.1527731064.A.37B.html,wl02681945,Gossiping,22,9,2,"如題
死不能解決問題
但能解決有問題的人

如果主動安樂死合法的話
會有一波自殺潮嗎?

還是會想自殺的早就去跳樓 上吊了
不會有太多的潛在想自殺人群

有八卦嗎
"
Re:[問卦]開放安樂死台灣會有自殺潮嗎,2018/05/30,17:43:37,https://www.ptt.cc/bbs/Gossiping/M.1527731381.A.D9B.html,Zcould,Gossiping,2,1,0,"不會，我支持安樂死，安樂死要有嚴謹的程序。
要填切結書、要經過審核評估、要有冷靜思考期，
例如填完切結書一個月內不得執行之類。

安樂死應該合法且推廣，這是一片藍海，
死亡的時間和方式是每個人自由的一部分，
不能自己選擇死亡的時間、地點、方式稱不上真正的自由。
未來應該可以選擇各種死法，例如想刺激的人可以選擇飛機空拋，
不想痛苦的也有比燒炭更安詳的方式可以選擇，
應該把死亡產業商業化，創造新的藍海讓創意發揮。
有需求就會有人提供服務
市場區隔"
[新聞]已抵瑞士！傅達仁安樂死再次倒數靠嗎啡,2018/05/30,19:09:45,https://www.ptt.cc/bbs/Gossiping/M.1527736547.A.FF6.html,doepe,Gossiping,70,40,13,"已抵瑞士！傅達仁安樂死再次倒數「藥物都沒用」靠嗎啡止痛

SETN／綜合報導
https://goo.gl/Joxk9z
85歲資深媒體人傅達仁因罹患胰臟癌，為求安樂善終前往瑞士申請安樂死，但因兒子大婚
而延緩行程，昨（30）日他在臉書透露已抵達瑞士，至於安樂死的時間預計會在六月初執
行，傅達仁也表示自己的病情「我真的太痛了！其它藥物都不管用了，只能靠嗎啡止痛」
。

▲傅達仁昨日已與家人抵達瑞士，安樂死再次倒數。

據《蘋果日報》報導，傅達仁表示，若自己以後上天堂，「應該是每天跟王祖賢的爸爸打
籃球鬥牛，和李敖抬槓，然後孫叔叔來勸架」，回憶過往朋友間的趣味往事，傅達仁開心
之情溢於言，更期待與他們在天上再相見。不過目前自己的病情已沒有任何藥物可以控制
，「其他藥物都不管用了！只有瓶裝嗎啡每日三次共45CC」。

▲傅達仁表示目前已沒有藥可以控制病情，只能靠嗎啡止痛。

傅達仁也在臉書寫道，原本的計畫因兒子大婚延宕，也展開人生的延長賽，不過「延長賽
以光榮賽畢」，更感謝癌症專家的治療讓他多活三個月，這段時間也報答了長官們希望他
不要隨便使用綠燈的期望，目前「仗已打完」，也已帶家人抵達瑞士，「展開一連串的旅
遊與分享，再繼續努力，完成我最後的心願」。
"
Re:[問卦]安樂死的英文單字484很好記？,2018/05/30,20:25:37,https://www.ptt.cc/bbs/Gossiping/M.1527741099.A.F90.html,fancy841014,Gossiping,2,2,0,"認真回個
安樂死這個英文字彙euthanasia藏有兩個希臘字：

εGwell (adv.)
θανατο：death (n.)
θ：theta, 常見讀音如 ""th"" ，轉寫為英文也是th
ν：nu, 就是鼻音""n""，轉寫為英文n

大概就是台語「死好」的意思辣(誤

小弟不才並不知道字尾的變化如-sia是否與拉丁文或其他歐洲語言有關，只知道這個英語詞彙確實有它的希臘文源頭

大家背單字加油辣～"
[問卦]安樂死代辦有搞頭嗎,2018/05/31,00:46:08,https://www.ptt.cc/bbs/Gossiping/M.1527756730.A.AE4.html,jerry0604321,Gossiping,8,3,1,"小弟我覺得
與其很痛苦的活著更希望可以安樂死
一定也有很多人有相同的想法
但安樂死的申請程序複雜
有人想過安樂死代辦嗎
例如付一大筆錢幫忙申請荷蘭國民
然後去安樂死
這樣有搞頭嗎？"
[新聞]傅達仁飛抵瑞士親口證實6/7執行安樂死,2018/06/01,21:25:39,https://www.ptt.cc/bbs/Gossiping/M.1527917503.A.216.html,valkyrie,Gossiping,236,124,42,"1.媒體來源:
民視


2.完整新聞標題:
傅達仁飛抵瑞士
親口證實6/7執行安樂死
3.完整新聞內文:
資深媒體人傅達仁，在5月底和全家人二度前往瑞士尋求安樂善終服務。而傅達仁也親口
和民視新聞證實，預計將在瑞士時間6月7日執行安樂死，不過傅達仁在抵達瑞士後，因為
跌倒不小心骨折，目前的狀況非常虛弱。

虛弱的躺在病床上，瘦削的身形幾乎很難讓人認出，他就是以體育播報出名的資深媒體人
傅達仁，兒子用臉緊緊貼著爸爸躺在床上的身軀，兩人父子情深不言可喻。

才剛過完85歲生日的傅達仁，5月底二度前往瑞士，準備
再度申請安樂死
，而傅達仁也親
口向民視新聞證實，確定要在瑞士時間6月7日執行安樂死。

2017年11月首度前往瑞士，傅達仁因為兒子發高燒，取消執行安樂死的決定回台，不過傅
達仁在臉書上表示，
這次前往瑞士行就不會回來，接下來每天都會在臉書寫下臨別留言
。
但傅達仁在抵達瑞士之後，這兩天不小心跌倒骨折送醫，現在狀況十分虛弱。

雖然重病的傅達仁前往安樂死已經合法化的國家瑞士，尋求安樂善終服務，不過因為目前
台灣，安樂死仍未合法化，所以傅達仁前往瑞士的舉動，也再度引起國內對於安樂死的討
論話題。


4.完整新聞連結 (或短網址):
http://0rz.tw/3C7E8
5.備註:
這次到底是真是假?會不會又不想死了???
"
[問卦]為什麼安樂死不必加警語,2018/06/01,22:50:35,https://www.ptt.cc/bbs/Gossiping/M.1527922597.A.061.html,hahaWenZuhah,Gossiping,3,2,0,"如題
台灣新聞只要和自殺擦邊
即使只是這種新聞
http://m.ltn.com.tw/news/world/breakingnews/2141110
也要加上警語

可是安樂死不也算終結自己性命，也是自殺一種，只是他是有錢人的自殺方法。為什麼卻
沒警語。

有錢人嫖不算嫖，算包養

有錢人自殺不算自殺，算安樂死
"
[新聞]赴瑞士安樂死傅達仁告別：不會再回來了,2018/06/02,07:03:34,https://www.ptt.cc/bbs/Gossiping/M.1527952177.A.B19.html,Digo99,Gossiping,89,45,4,"赴瑞士安樂死 傅達仁告別：不會再回來了

（中央社記者李晉緯台北2日電）

前體育主播傅達仁因胰臟癌前往瑞士尋求安樂死，原訂瑞士時間6日執行，雖因故延後，
但他意志堅決，
在臉書發文表達這次到瑞士，就是要做首例，「不會再回來了，再見。」
85歲的傅達仁不堪病魔摧殘，5月底飛往瑞士尋求安樂死，他在台灣時間今天凌晨於臉書
表示，
他原訂在瑞士時間6日執行安樂死，但因執行機構當天已有兩人預約，所以還有很
多變化
；而根據民視新聞的報導，
傅達仁預計在瑞士時間7日執行安樂死
。

傅達仁2016年底就舉辦生前告別式，與各界親友道別，之後他致力堆動台灣安樂死合法化
，並在2017年獲總統蔡英文接見，探討安樂死議題。

去年傅達仁赴安樂死已經合法化的瑞士，取得當地專門機構認可的安樂死資格，
。

今年初傅達仁自認病情「拖不過農曆年」，再度動念尋求安樂死，但兒子臨時決定結婚為
傅達仁「沖喜」，為替兒子張羅婚宴，並參加兒子2月的婚禮，傅達仁暫時打消安樂死念
頭，直到5月底再度前往瑞士。（編輯：卞金峰）1070602
https://tinyurl.com/y9l4wolk"
[新聞]想去瑞士安樂死卻沒錢的八卦?,2018/06/02,07:08:35,https://www.ptt.cc/bbs/Gossiping/M.1527952480.A.2E2.html,wwewcwwwf,Gossiping,22,6,3,"話說最近幾年很多人去瑞士安樂死

列如國外有一位殘障運動女性選手

後來覺得生活太痛苦 決定安樂死


台灣人民應該很多人不想靠自殺去死

都想要安樂死 可是他們沒$$可以去國外安樂死

像小弟沒$$ 就沒辦法去

感覺很多人死胡同 只能浪費時間等死

有沒有這八卦
"
[新聞]傅達仁最快下週安樂死卻先跌倒骨折,2018/06/02,07:18:09,https://www.ptt.cc/bbs/Gossiping/M.1527953053.A.984.html,skn60694,Gossiping,28,13,2,"1.媒體來源:
自由電子報

2.完整新聞標題:
傅達仁最快下週安樂死 卻先跌倒骨折

3.完整新聞內文:
〔即時新聞／綜合報導〕資深媒體人傅達仁飽受病痛折磨，5月底在家人陪伴下遠赴瑞士
尋求安樂死，傅達仁先前曾向媒體表示，將在瑞士時間6月7日執行，但傳出傅達仁在瑞士
不慎跌倒造成骨折。

傅達仁目前躺在床上相當虛弱，他在臉書也PO出兒子前來探望時，以臉龐緊貼自己身軀的
照片，父子之情相當深厚。

傅達仁於臉書表示，他去年11月2日首度來瑞士，原定11月10日執行、但兒子忽然42度高
燒不退，因此決定先回去救人，後來又遇到蔡總統接見，但去年12月5日還是想要到瑞士
安樂死， 結果碰到大風雪飛機無法起飛。

傅達仁說，他這次到了瑞士，花那麼多錢和時間，就是要做首例安樂死，示範给大家看，
「這次不會再回來了。」

4.完整新聞連結 (或短網址):
http://news.ltn.com.tw/news/life/breakingnews/2445481
5.備註:
"
[新聞]確定6/7執行安樂死！　傅達仁赴瑞士驚傳,2018/06/02,07:53:31,https://www.ptt.cc/bbs/Gossiping/M.1527955174.A.066.html,fun5566,Gossiping,24,12,5,"1.媒體來源:
2.完整新聞標題:
確定6/7執行安樂死！　傅達仁赴瑞士驚傳骨折

3.完整新聞內文:
娛樂中心／綜合報導2018/06/02 14:37
現年85歲的前體育主播傅達仁，因罹患胰臟癌末期，原本在台極力推動「安樂死」，無奈
陳情多次都毫無進展，去年遠赴瑞士安樂死機構，取得「綠色通關」，但為了親眼看見兒
子結婚、選擇延期執行安樂死，如今「延長賽已光榮賽畢」，傅達仁也證實在6月7日終結
生命。

據《民視新聞》報導，傅達仁親口證實將於6月7日執行安樂死，但他抵達瑞士後，不慎跌
倒、導致骨折，目前身體非常虛弱。此外，傅達仁在臉書表示，每天都會寫上自己的「臨
別留言」，昨日也貼出他與兒子的合照，只見他在病床上，模樣虛弱，兒子則是親吻他的
手臂，顯見父子情深。

4.完整新聞連結 (或短網址):
https://www.nownews.com/news/20180602/2764670
5.備註:
被刪或自刪也算額度內
超貼者水桶
(1) 不應該去瑞士死的
"
Re:[新聞]確定6/7執行安樂死！　傅達仁赴瑞士驚傳,2018/06/02,08:41:53,https://www.ptt.cc/bbs/Gossiping/M.1527958075.A.D42.html,catalog,Gossiping,1,0,1,"好像要看完這屆世界杯

才想要死

真的該開放安樂死"
[新聞]安樂死倒數！傅達仁告別：沒有遺憾來世,2018/06/04,19:03:47,https://www.ptt.cc/bbs/Gossiping/M.1528168190.A.FBE.html,UCPTT,Gossiping,250,150,26,"安樂死倒數！傅達仁告別：沒有遺憾 來世再相見

85歲前體育主播傅達仁罹患胰臟癌末期，長期受病痛折磨，傅達仁去年遠赴瑞士「尊嚴」
機構申請獲得安樂死綠燈通行證後，他5月底二度抵達瑞士，尋求安樂善終服務，傅達仁
昨（4日）則發文向外界告別：「再見各位台灣的朋友 弟兄姊妹 來世再相見！」

傅達仁雖然癌末，不過他還是透過臉書與網友互動，傅達仁日前透露，本想選6月6日安樂
死，不過那天已額滿、排不進去，不過面對好友遠赴瑞士勸他回心轉意，傅達仁感動之餘
，他仍堅定寫下：「按著定命 人必有死！送君千里 終有一別！」

傅達仁心意已決，表示自己不會回頭，而他的家人都陪著他「心中平安！沒有遺憾！」傅
達仁文末也向台灣親友告別「再見各位台灣的朋友 弟兄姊妹 來世再相見！」

(中時電子報)
http://www.chinatimes.com/realtimenews/20180605001441-260404"
Re:[新聞]安樂死倒數！傅達仁告別：沒有遺憾來世,2018/06/04,19:35:47,https://www.ptt.cc/bbs/Gossiping/M.1528170113.A.022.html,date1004,Gossiping,17,8,5,"傅伯走好~

前幾天看相關報導才知道說

安樂死是由醫師提供藥丸,或是將注射液針頭都先裝好了

由安樂死病人自行服用或者是按下開關注射

變成自己動手

根本魯從影片跟漫畫看到的不一樣(以前都以為是醫生幫你注一針)

感覺上這樣爭議是比較小

有沒有人有這方面的知識提供一下@@
"
Re:[新聞]安樂死倒數！傅達仁告別：沒有遺憾來世,2018/06/04,19:44:52,https://www.ptt.cc/bbs/Gossiping/M.1528170656.A.AA3.html,lupinlin,Gossiping,13,6,4,"你看錯地方了. 傅達仁需要到瑞士求死, 最主要的原因是安樂死在台灣不合法.
  自殺就算沒犯法, 但幫助安樂死的幫助犯有沒有法律問題?
  一直報導這件事其實就是在衝擊台灣目前不准許安樂死這件事,
  而不是只關心傅達仁到底往生了沒有而已,
  重點不是傅達仁這個人, 而是他所牽涉到這件事.

"
Re:[新聞]安樂死倒數！傅達仁告別：沒有遺憾來世,2018/06/04,19:52:05,https://www.ptt.cc/bbs/Gossiping/M.1528171087.A.6CF.html,inet,Gossiping,4,0,2,"問一個冷血的問題
一般壽險只要身亡都可以領到保險費
到國外安樂死
又這麼高調
保險公司如果給付了
之後投大金額壽險
再去海外安樂死
保險公司不就賠到哭出來
？
"
[新聞]歐洲僅4國允許安樂死法國慎重辯論中,2018/06/04,20:07:56,https://www.ptt.cc/bbs/Gossiping/M.1528172043.A.94E.html,CrestiaBell,Gossiping,3,1,0,"https://news.rti.org.tw/news/view/id/412801
歐洲僅4國允許安樂死 法國慎重辯論中

台灣媒體人傅達仁不堪病痛，赴瑞士尋求安樂死，同時呼籲台灣社會重視臨終議題。在歐洲，目前除瑞士外，僅有3國許可積極安樂死或協助自殺，法國則正在辯論。

積極安樂死通常指由他人對患者施以致命藥物；消極安樂死指放棄醫療或停止維生系統；協助自殺則指由他人提供致命藥物，患者自行使用。

在歐洲，瑞典、德國等在特定狀況下可能容許消極安樂死；允許積極安樂死或協助自殺的國家則僅有瑞士、荷蘭、比利時、盧森堡。

法國目前禁止安樂死，但自2016年修法後，患者可要求「深度且持續鎮靜」，在不感到痛楚的情況下自然死亡。

法國十字架報(La Croix)今年1月公布民意調查，將近九成受訪者希望安樂死或協助自殺合法化。雖然民意支持，但事涉生命與倫理，立法程序仍相當慎重。

法國近年出現一些例子，在社會上激起關於安樂死的辯論。

例如現年41歲的藍柏(Vincent Lambert)，他於2008年因交通事故而成植物人，目前仍在漢斯(Reims)醫院依賴維生系統生存，他的妻子主張藍柏本人不會希望在這種條件下活著，應該有尊嚴地死去；但藍柏的雙親反對至今。

還有作家柏爾(Anne Bert)，她患了俗稱「漸凍人症」的肌萎縮性脊髓側索硬化症，生前爭取在法國自由選擇死亡的權利，雖引起討論，但她沒等到國會立法，去年在比利時接受安樂死。

法國今年初啟動生物倫理公民代表會議(Etats generaux de la bioethique)，希望在秋天提出法律草案之前，廣泛徵詢公民意見。會議主要聚焦器官捐贈和移植、人工生殖適用範圍、臨終議題等，其中也談到安樂死。

今年4月，對國會具有諮詢顧問性質的法國經濟社會暨環境委員會(Cese)提出一份關於安樂死的報告，認為法律在嚴格條件下，可開放讓自願的臨終患者要求「明確致死的深度鎮靜」。

委員會也建議，法律應讓患者可拒絕接受與「明確致死的深度鎮靜」相關的任何形式醫囑、安排或用藥。

但天主教教會等反對安樂死的一方認為，委員會的意見未觸及痛苦的意義和文明戒律「不可殺」的內涵，辯論還在持續。

法國新聞電台(franceinfo)報導，經濟社會暨環境委員會的報告人蓋伊(Pierre-Antoine Gailly)說，近20年來，民意認為法律應許可更符合當事人意願的死亡形式；他還引用國家人口研究所(Ined)數據表示，雖然法律禁止積極安樂死，但每年可能仍有2,000到4,000名法國人的死亡與安樂死有關。

在用詞上，法國經濟社會暨環境委員會避開易引起爭議的「安樂死」或「協助自殺」，而是「致死的深度鎮靜」。

在瑞士，法律沒有明確允許安樂死的文字，而是把動機非出於自私的「協助自殺」除罪。

根據法國新聞電台，支持尊嚴死亡權的瑞士「解脫協會」(Exit)是把致死藥物注入到輸液袋，由使用者自行控制輸液開關，直到最後1秒都掌握自己的生死。2015年，瑞士有965起協助自殺案例，是2009年的3倍。

荷蘭自2001年許可安樂死，單在2016年就有約6,000例；比利時於2002年許可，2016年約有2,000例，另有越來越多法國人跨境求助；盧森堡於2009年許可，但僅限治療無望的患者，且不適用於未成年人。
"
Re:[新聞]安樂死倒數！傅達仁告別：沒有遺憾來世,2018/06/04,20:14:50,https://www.ptt.cc/bbs/Gossiping/M.1528172454.A.967.html,sevenzgod,Gossiping,10,5,1,"胰臟癌非常恐怖

我爺爺62歲就胰臟癌過世

不到一年

我爸當時在當兵

連最後一面都沒見到

傅達仁可以撐這麼久一定是求生意志堅強

真的還不想死

可是癌末

癌細胞擴散到全身

全身上下的痛 真的無法比擬

都要用強烈嗎啡緩解


他死不死不是重點

但是他能決定自己的死期

活得精彩死的有尊嚴

他一直擇期不定才是安樂死的真價值意義

能決定何時死何時活

才是人在生命最後的尊嚴


在那邊酸到底要不要死

真的腦子有洞

死不死 何時死就是安樂死的好處

是不是腦子出問題邏輯都不見了
"
Re:[新聞]安樂死倒數！傅達仁告別：沒有遺憾來世,2018/06/04,20:16:48,https://www.ptt.cc/bbs/Gossiping/M.1528172572.A.A09.html,lucien0410,Gossiping,5,0,0,"藉著高人氣的原文問掛一下

傅的安樂死根本沒啥好說的 就是很好的人生阿
連死亡都可以自己安安心心沒有任何勉強 體面的辭世
這根本就很爽

但讓我來藉機問一下掛

""阿道斯‧赫胥黎：既然都要死了，可以讓我來點LSD嗎？""
https://www.mplus.com.tw/article/1951
毒品的管制 理性來說 就是基於對於健康人體的戕害 和對於健康社會的危害 所建構的
吸毒對人體不好不要
毒品成癮會讓人不則手段對社會造成混亂 損害公共社會

老或病得需要安樂死的人沒有成癮的問題 也沒有為了多吸一點毒品 造成社會混亂的機會

這樣的話 這樣的人是不是可以好好的試一試迷幻藥 然後安心的""上天堂""呢

有沒有法律 哲學 道德論的專家鄉民 能分享一下評論呢
"
[問卦]台灣為何禁止安樂死?,2018/06/04,20:17:18,https://www.ptt.cc/bbs/Gossiping/M.1528172601.A.25F.html,opengood5566,Gossiping,49,18,5,"人有生的自由 為何沒有死的自由
人活著 如果沒有期待
只是日復一日的被奴役
生病傷痛
被人瞧不起
人生只剩絕望的不斷走下坡
為何不能選擇結束這場煎熬地獄

為何台灣禁止安樂死
"
Re:[問卦]台灣為何禁止安樂死?,2018/06/04,20:31:26,https://www.ptt.cc/bbs/Gossiping/M.1528173449.A.453.html,say29217074,Gossiping,5,3,0,"全世界開放安樂死的國家少的可憐

亞洲龍頭日本沒有

左派最愛的北歐也沒有

大家覺得這是台灣的問題還是議題本身的問題

有沒有台灣人拿例外當規則的八卦
"
Re:[問卦]台灣為何禁止安樂死?,2018/06/04,20:39:44,https://www.ptt.cc/bbs/Gossiping/M.1528173947.A.CE0.html,DustToDust,Gossiping,0,0,0,"如果你知道 安養中心這些 多是什麼背景的在經營

就知道為什麼台灣沒人會碰這塊了

還沒死不能動也是可以抽錢的


目前開放安樂死的國家

荷蘭瑞士比利時盧森堡 哥倫比亞 +美國五州

扣掉哥倫比亞

其他國家人均都跟北歐五國有得比



要講比例的話 其實同婚全球不過23個國家承認

要講熱度的話 安樂死就遠遠不及了"
[新聞]預計7日安樂死！傅達仁寫詩客死異鄉無憾,2018/06/05,02:25:34,https://www.ptt.cc/bbs/Gossiping/M.1528194696.A.429.html,amancan,Gossiping,78,41,14,"預計7日安樂死！　傅達仁寫詩「客死異鄉也無憾」

SETN／綜合報導

資深媒體人傅達仁，預計將於7日在瑞士執行安樂死，今（5）日他在放出多張瑞士風景照
，並有感而發的創作一首詩，標題還是：「客死蘇黎世」，還說是「達仁安樂死之地」。

傅達仁稍早在臉書放出一段親自創作的詩，內容與瑞士蘇黎世和即將安樂死的內容相關，
傅達仁也說：「大能的主啊！謝主恩典：幇我製作如此美艷和壽衣和墓園！」

最後傅達仁表示：「我來自台灣！為了公平、法治、自由、人權，客死蘇黎世也無憾！親
愛的朋友我愛你們！珍重！再見！」85歲傅達仁罹患胰臟癌，癌症末期的他在經過一番波
折後，終於成功取得在瑞士安樂死資格，傅達仁也透露，安樂死預計在本月7日進行。
https://goo.gl/7Xm5Xe
▲傅達仁即將安樂死。
"
